Region/Country/Area,,Year,Series,Capital City,Capital City footnote,Value,Footnotes
516,Namibia,2005,Capital city population (as a percentage of total urban population),Windhoek,,36.1,
516,Namibia,2010,Urban population (percent),,,41.6,
516,Namibia,2010,Urban population (percent growth rate per annum),,,3.9,Data refers to a 5-year period preceding the reference year.
516,Namibia,2010,Rural population (percent growth rate per annum),,,-0.3,Data refers to a 5-year period preceding the reference year.
516,Namibia,2010,Capital city population (thousands),Windhoek,,314,
516,Namibia,2010,Capital city population (as a percentage of total population),Windhoek,,14.5,
516,Namibia,2010,Capital city population (as a percentage of total urban population),Windhoek,,34.7,
516,Namibia,2015,Urban population (percent),,,46.9,
516,Namibia,2015,Urban population (percent growth rate per annum),,,4.6,Data refers to a 5-year period preceding the reference year.
516,Namibia,2015,Rural population (percent growth rate per annum),,,0.3,Data refers to a 5-year period preceding the reference year.
516,Namibia,2015,Capital city population (thousands),Windhoek,,368,
516,Namibia,2015,Capital city population (as a percentage of total population),Windhoek,,15.2,
516,Namibia,2015,Capital city population (as a percentage of total urban population),Windhoek,,32.3,
516,Namibia,2018,Urban population (percent),,,50,
516,Namibia,2018,Capital city population (thousands),Windhoek,,404,
520,Nauru,2005,Urban population (percent),,,100,
520,Nauru,2005,Urban population (percent growth rate per annum),,,0.2,Data refers to a 5-year period preceding the reference year.
520,Nauru,2005,Rural population (percent growth rate per annum),,,0,Data refers to a 5-year period preceding the reference year.
520,Nauru,2010,Urban population (percent),,,100,
520,Nauru,2010,Urban population (percent growth rate per annum),,,-0.2,Data refers to a 5-year period preceding the reference year.
520,Nauru,2010,Rural population (percent growth rate per annum),,,0,Data refers to a 5-year period preceding the reference year.
520,Nauru,2015,Urban population (percent),,,100,
520,Nauru,2015,Urban population (percent growth rate per annum),,,2.3,Data refers to a 5-year period preceding the reference year.
520,Nauru,2015,Rural population (percent growth rate per annum),,,0,Data refers to a 5-year period preceding the reference year.
520,Nauru,2018,Urban population (percent),,,100,
520,Nauru,2018,Capital city population (thousands),Yaren,,11,Refers to Nauru.
524,Nepal,2005,Urban population (percent),,,15.1,
524,Nepal,2005,Urban population (percent growth rate per annum),,,4,Data refers to a 5-year period preceding the reference year.
524,Nepal,2005,Rural population (percent growth rate per annum),,,1.1,Data refers to a 5-year period preceding the reference year.
524,Nepal,2005,Capital city population (thousands),Kathmandu,,790,Refers to the municipality.
524,Nepal,2005,Capital city population (as a percentage of total population),Kathmandu,,3.1,Refers to the municipality.
524,Nepal,2005,Capital city population (as a percentage of total urban population),Kathmandu,,20.3,Refers to the municipality.
524,Nepal,2010,Urban population (percent),,,16.8,
524,Nepal,2010,Urban population (percent growth rate per annum),,,3.1,Data refers to a 5-year period preceding the reference year.
524,Nepal,2010,Rural population (percent growth rate per annum),,,0.7,Data refers to a 5-year period preceding the reference year.
524,Nepal,2010,Capital city population (thousands),Kathmandu,,965,Refers to the municipality.
524,Nepal,2010,Capital city population (as a percentage of total population),Kathmandu,,3.6,Refers to the municipality.
524,Nepal,2010,Capital city population (as a percentage of total urban population),Kathmandu,,21.3,Refers to the municipality.
524,Nepal,2015,Urban population (percent),,,18.6,
524,Nepal,2015,Urban population (percent growth rate per annum),,,3.2,Data refers to a 5-year period preceding the reference year.
524,Nepal,2015,Rural population (percent growth rate per annum),,,0.7,Data refers to a 5-year period preceding the reference year.
524,Nepal,2015,Capital city population (thousands),Kathmandu,,"1,179",Refers to the municipality.
524,Nepal,2015,Capital city population (as a percentage of total population),Kathmandu,,4.1,Refers to the municipality.
524,Nepal,2015,Capital city population (as a percentage of total urban population),Kathmandu,,22.2,Refers to the municipality.
524,Nepal,2018,Urban population (percent),,,19.7,
524,Nepal,2018,Capital city population (thousands),Kathmandu,,"1,330",Refers to the municipality.
528,Netherlands,2005,Urban population (percent),,,82.6,
528,Netherlands,2005,Urban population (percent growth rate per annum),,,2,Data refers to a 5-year period preceding the reference year.
528,Netherlands,2005,Rural population (percent growth rate per annum),,,-5.2,Data refers to a 5-year period preceding the reference year.
528,Netherlands,2005,Capital city population (thousands),Amsterdam,Amsterdam is the capital and The Hague is the seat of government.,"1,025",
528,Netherlands,2005,Capital city population (as a percentage of total population),Amsterdam,Amsterdam is the capital and The Hague is the seat of government.,6.3,
528,Netherlands,2005,Capital city population (as a percentage of total urban population),Amsterdam,Amsterdam is the capital and The Hague is the seat of government.,7.6,
528,Netherlands,2010,Urban population (percent),,,87.1,
528,Netherlands,2010,Urban population (percent growth rate per annum),,,1.4,Data refers to a 5-year period preceding the reference year.
528,Netherlands,2010,Rural population (percent growth rate per annum),,,-5.6,Data refers to a 5-year period preceding the reference year.
528,Netherlands,2010,Capital city population (thousands),Amsterdam,Amsterdam is the capital and The Hague is the seat of government.,"1,065",
528,Netherlands,2010,Capital city population (as a percentage of total population),Amsterdam,Amsterdam is the capital and The Hague is the seat of government.,6.4,
528,Netherlands,2010,Capital city population (as a percentage of total urban population),Amsterdam,Amsterdam is the capital and The Hague is the seat of government.,7.3,
528,Netherlands,2015,Urban population (percent),,,90.2,
528,Netherlands,2015,Urban population (percent growth rate per annum),,,1,Data refers to a 5-year period preceding the reference year.
528,Netherlands,2015,Rural population (percent growth rate per annum),,,-5.1,Data refers to a 5-year period preceding the reference year.
528,Netherlands,2015,Capital city population (thousands),Amsterdam,Amsterdam is the capital and The Hague is the seat of government.,"1,106",
528,Netherlands,2015,Capital city population (as a percentage of total population),Amsterdam,Amsterdam is the capital and The Hague is the seat of government.,6.5,
528,Netherlands,2015,Capital city population (as a percentage of total urban population),Amsterdam,Amsterdam is the capital and The Hague is the seat of government.,7.2,
528,Netherlands,2018,Urban population (percent),,,91.5,
528,Netherlands,2018,Capital city population (thousands),Amsterdam,Amsterdam is the capital and The Hague is the seat of government.,"1,132",
540,New Caledonia,2005,Urban population (percent),,,64,
540,New Caledonia,2005,Urban population (percent growth rate per annum),,,2.4,Data refers to a 5-year period preceding the reference year.
540,New Caledonia,2005,Rural population (percent growth rate per annum),,,0.7,Data refers to a 5-year period preceding the reference year.
540,New Caledonia,2010,Urban population (percent),,,67.1,
540,New Caledonia,2010,Urban population (percent growth rate per annum),,,2.5,Data refers to a 5-year period preceding the reference year.
540,New Caledonia,2010,Rural population (percent growth rate per annum),,,-0.3,Data refers to a 5-year period preceding the reference year.
540,New Caledonia,2015,Urban population (percent),,,69.4,
540,New Caledonia,2015,Urban population (percent growth rate per annum),,,2.1,Data refers to a 5-year period preceding the reference year.
540,New Caledonia,2015,Rural population (percent growth rate per annum),,,0,Data refers to a 5-year period preceding the reference year.
540,New Caledonia,2018,Urban population (percent),,,70.7,
540,New Caledonia,2018,Capital city population (thousands),Nouméa,,198,
554,New Zealand,2005,Urban population (percent),,,86.3,
554,New Zealand,2005,Urban population (percent growth rate per annum),,,1.5,Data refers to a 5-year period preceding the reference year.
554,New Zealand,2005,Rural population (percent growth rate per annum),,,0.9,Data refers to a 5-year period preceding the reference year.
554,New Zealand,2005,Capital city population (thousands),Wellington,,371,
554,New Zealand,2005,Capital city population (as a percentage of total population),Wellington,,9,
554,New Zealand,2005,Capital city population (as a percentage of total urban population),Wellington,,10.4,
554,New Zealand,2010,Urban population (percent),,,86.2,
554,New Zealand,2010,Urban population (percent growth rate per annum),,,1.1,Data refers to a 5-year period preceding the reference year.
554,New Zealand,2010,Rural population (percent growth rate per annum),,,1.4,Data refers to a 5-year period preceding the reference year.
554,New Zealand,2010,Capital city population (thousands),Wellington,,387,
554,New Zealand,2010,Capital city population (as a percentage of total population),Wellington,,8.9,
554,New Zealand,2010,Capital city population (as a percentage of total urban population),Wellington,,10.3,
554,New Zealand,2015,Urban population (percent),,,86.3,
554,New Zealand,2015,Urban population (percent growth rate per annum),,,1.1,Data refers to a 5-year period preceding the reference year.
554,New Zealand,2015,Rural population (percent growth rate per annum),,,0.8,Data refers to a 5-year period preceding the reference year.
554,New Zealand,2015,Capital city population (thousands),Wellington,,402,
554,New Zealand,2015,Capital city population (as a percentage of total population),Wellington,,8.7,
554,New Zealand,2015,Capital city population (as a percentage of total urban population),Wellington,,10.1,
554,New Zealand,2018,Urban population (percent),,,86.5,
554,New Zealand,2018,Capital city population (thousands),Wellington,,411,
558,Nicaragua,2005,Urban population (percent),,,55.9,
558,Nicaragua,2005,Urban population (percent growth rate per annum),,,1.6,Data refers to a 5-year period preceding the reference year.
558,Nicaragua,2005,Rural population (percent growth rate per annum),,,1,Data refers to a 5-year period preceding the reference year.
