Region/Country/Area,Region/Country/Area,Year,Series,Value,Footnotes
492,Monaco,1995,Industry (% of gross value added),12.8,Data classified according to ISIC Rev. 4.;At producers' prices.
492,Monaco,2005,Industry (% of gross value added),12.2,Data classified according to ISIC Rev. 4.;At producers' prices.
492,Monaco,2010,Industry (% of gross value added),12.9,Data classified according to ISIC Rev. 4.;At producers' prices.
492,Monaco,2015,Industry (% of gross value added),17.6,Data classified according to ISIC Rev. 4.;At producers' prices.
492,Monaco,2018,Industry (% of gross value added),13.1,Data classified according to ISIC Rev. 4.;At producers' prices.
492,Monaco,2019,Industry (% of gross value added),13,Data classified according to ISIC Rev. 4.;At producers' prices.
492,Monaco,2020,Industry (% of gross value added),14.9,Data classified according to ISIC Rev. 4.;At producers' prices.
492,Monaco,1995,Services (% of gross value added),87.2,Data classified according to ISIC Rev. 4.;At producers' prices.
492,Monaco,2005,Services (% of gross value added),87.8,Data classified according to ISIC Rev. 4.;At producers' prices.
492,Monaco,2010,Services (% of gross value added),87.1,Data classified according to ISIC Rev. 4.;At producers' prices.
492,Monaco,2015,Services (% of gross value added),82.4,Data classified according to ISIC Rev. 4.;At producers' prices.
492,Monaco,2018,Services (% of gross value added),86.9,Data classified according to ISIC Rev. 4.;At producers' prices.
492,Monaco,2019,Services (% of gross value added),87,Data classified according to ISIC Rev. 4.;At producers' prices.
492,Monaco,2020,Services (% of gross value added),85.1,Data classified according to ISIC Rev. 4.;At producers' prices.
496,Mongolia,1995,"Agriculture, hunting, forestry and fishing (% of gross value added)",28,Data classified according to ISIC Rev. 4.;Excludes irrigation canals and landscaping care.
496,Mongolia,2005,"Agriculture, hunting, forestry and fishing (% of gross value added)",17.8,Data classified according to ISIC Rev. 4.;Excludes irrigation canals and landscaping care.
496,Mongolia,2010,"Agriculture, hunting, forestry and fishing (% of gross value added)",13.1,Data classified according to ISIC Rev. 4.;Excludes irrigation canals and landscaping care.
496,Mongolia,2015,"Agriculture, hunting, forestry and fishing (% of gross value added)",14.5,Data classified according to ISIC Rev. 4.;Excludes irrigation canals and landscaping care.
496,Mongolia,2018,"Agriculture, hunting, forestry and fishing (% of gross value added)",12.1,Data classified according to ISIC Rev. 4.;Excludes irrigation canals and landscaping care.
496,Mongolia,2019,"Agriculture, hunting, forestry and fishing (% of gross value added)",12.1,Data classified according to ISIC Rev. 4.;Excludes irrigation canals and landscaping care.
496,Mongolia,2020,"Agriculture, hunting, forestry and fishing (% of gross value added)",13.3,Data classified according to ISIC Rev. 4.;Excludes irrigation canals and landscaping care.
496,Mongolia,1995,Industry (% of gross value added),36.7,Data classified according to ISIC Rev. 4.;Excludes publishing activities. Includes irrigation canals.
496,Mongolia,2005,Industry (% of gross value added),37.4,Data classified according to ISIC Rev. 4.;Excludes publishing activities. Includes irrigation canals.
496,Mongolia,2010,Industry (% of gross value added),37,Data classified according to ISIC Rev. 4.;Excludes publishing activities. Includes irrigation canals.
496,Mongolia,2015,Industry (% of gross value added),33.8,Data classified according to ISIC Rev. 4.;Excludes publishing activities. Includes irrigation canals.
496,Mongolia,2018,Industry (% of gross value added),43.8,Data classified according to ISIC Rev. 4.;Excludes publishing activities. Includes irrigation canals.
496,Mongolia,2019,Industry (% of gross value added),43.1,Data classified according to ISIC Rev. 4.;Excludes publishing activities. Includes irrigation canals.
496,Mongolia,2020,Industry (% of gross value added),42.3,Data classified according to ISIC Rev. 4.;Excludes publishing activities. Includes irrigation canals.
496,Mongolia,1995,Services (% of gross value added),35.4,Data classified according to ISIC Rev. 4.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.
496,Mongolia,2005,Services (% of gross value added),44.8,Data classified according to ISIC Rev. 4.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.
496,Mongolia,2010,Services (% of gross value added),50,Data classified according to ISIC Rev. 4.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.
496,Mongolia,2015,Services (% of gross value added),51.7,Data classified according to ISIC Rev. 4.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.
496,Mongolia,2018,Services (% of gross value added),44.1,Data classified according to ISIC Rev. 4.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.
496,Mongolia,2019,Services (% of gross value added),44.8,Data classified according to ISIC Rev. 4.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.
496,Mongolia,2020,Services (% of gross value added),44.3,Data classified according to ISIC Rev. 4.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.
499,Montenegro,1995,"Agriculture, hunting, forestry and fishing (% of gross value added)",12.1,Data classified according to ISIC Rev. 4.;Excludes irrigation canals and landscaping care.
499,Montenegro,2005,"Agriculture, hunting, forestry and fishing (% of gross value added)",10.3,Data classified according to ISIC Rev. 4.;Excludes irrigation canals and landscaping care.
499,Montenegro,2010,"Agriculture, hunting, forestry and fishing (% of gross value added)",9.2,Data classified according to ISIC Rev. 4.;Excludes irrigation canals and landscaping care.
499,Montenegro,2015,"Agriculture, hunting, forestry and fishing (% of gross value added)",9.8,Data classified according to ISIC Rev. 4.;Excludes irrigation canals and landscaping care.
499,Montenegro,2018,"Agriculture, hunting, forestry and fishing (% of gross value added)",8.2,Data classified according to ISIC Rev. 4.;Excludes irrigation canals and landscaping care.
499,Montenegro,2019,"Agriculture, hunting, forestry and fishing (% of gross value added)",7.9,Data classified according to ISIC Rev. 4.;Excludes irrigation canals and landscaping care.
499,Montenegro,2020,"Agriculture, hunting, forestry and fishing (% of gross value added)",8.2,Data classified according to ISIC Rev. 4.;Excludes irrigation canals and landscaping care.
499,Montenegro,1995,Industry (% of gross value added),25.3,Data classified according to ISIC Rev. 4.;Excludes publishing activities. Includes irrigation canals.
499,Montenegro,2005,Industry (% of gross value added),22.1,Data classified according to ISIC Rev. 4.;Excludes publishing activities. Includes irrigation canals.
499,Montenegro,2010,Industry (% of gross value added),20.5,Data classified according to ISIC Rev. 4.;Excludes publishing activities. Includes irrigation canals.
499,Montenegro,2015,Industry (% of gross value added),17.4,Data classified according to ISIC Rev. 4.;Excludes publishing activities. Includes irrigation canals.
499,Montenegro,2018,Industry (% of gross value added),19.5,Data classified according to ISIC Rev. 4.;Excludes publishing activities. Includes irrigation canals.
499,Montenegro,2019,Industry (% of gross value added),19.9,Data classified according to ISIC Rev. 4.;Excludes publishing activities. Includes irrigation canals.
499,Montenegro,2020,Industry (% of gross value added),19.2,Data classified according to ISIC Rev. 4.;Excludes publishing activities. Includes irrigation canals.
499,Montenegro,1995,Services (% of gross value added),62.6,Data classified according to ISIC Rev. 4.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.
499,Montenegro,2005,Services (% of gross value added),67.6,Data classified according to ISIC Rev. 4.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.
499,Montenegro,2010,Services (% of gross value added),70.3,Data classified according to ISIC Rev. 4.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.
499,Montenegro,2015,Services (% of gross value added),72.9,Data classified according to ISIC Rev. 4.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.
499,Montenegro,2018,Services (% of gross value added),72.3,Data classified according to ISIC Rev. 4.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.
499,Montenegro,2019,Services (% of gross value added),72.3,Data classified according to ISIC Rev. 4.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.
499,Montenegro,2020,Services (% of gross value added),72.7,Data classified according to ISIC Rev. 4.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.
500,Montserrat,1995,"Agriculture, hunting, forestry and fishing (% of gross value added)",4.9,Data classified according to ISIC Rev. 4.
500,Montserrat,2005,"Agriculture, hunting, forestry and fishing (% of gross value added)",0.9,Data classified according to ISIC Rev. 4.
500,Montserrat,2010,"Agriculture, hunting, forestry and fishing (% of gross value added)",1.1,Data classified according to ISIC Rev. 4.
500,Montserrat,2015,"Agriculture, hunting, forestry and fishing (% of gross value added)",1.4,Data classified according to ISIC Rev. 4.
500,Montserrat,2018,"Agriculture, hunting, forestry and fishing (% of gross value added)",1.2,Data classified according to ISIC Rev. 4.
